1975.04.30,1975,4,30,1,1,,,22,0,0,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1975.04.30,1975,4,30,2,2,4,up,40,0,0,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075
1975.04.30,1975,4,30,2,2,3,up,22,0,0,/en/players/guillermo-vilas/v028/overview,guillermo-vilas,v028
1975.04.30,1975,4,30,4,4,,,30,0,0,/en/players/john-newcombe/n044/overview,john-newcombe,n044
1975.04.30,1975,4,30,5,5,3,down,18,0,0,/en/players/bjorn-borg/b058/overview,bjorn-borg,b058
1975.04.30,1975,4,30,6,6,3,down,36,0,0,/en/players/rod-laver/l058/overview,rod-laver,l058
1975.04.30,1975,4,30,7,7,,,28,0,0,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008
1975.04.30,1975,4,30,8,8,,,31,0,0,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063
1975.04.30,1975,4,30,9,9,,,31,0,0,/en/players/tom-okker/o032/overview,tom-okker,o032
1975.04.30,1975,4,30,10,10,,,26,0,0,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017
1975.04.30,1975,4,30,11,11,1,up,33,0,0,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1975.04.30,1975,4,30,12,12,1,down,28,0,0,/en/players/stan-smith/s060/overview,stan-smith,s060
1975.04.30,1975,4,30,13,13,,,23,0,0,/en/players/john-alexander/a014/overview,john-alexander,a014
1975.04.30,1975,4,30,14,14,,,23,0,0,/en/players/roscoe-tanner/t006/overview,roscoe-tanner,t006
1975.04.30,1975,4,30,15,15,,,22,0,0,/en/players/harold-solomon/s065/overview,harold-solomon,s065
1975.04.30,1975,4,30,16,16,1,up,21,0,0,/en/players/raul-ramirez/r065/overview,raul-ramirez,r065
1975.04.30,1975,4,30,17,17,2,up,20,0,0,/en/players/vitas-gerulaitis/g008/overview,vitas-gerulaitis,g008
1975.04.30,1975,4,30,18,18,3,down,24,0,0,/en/players/dick-stockton/s090/overview,dick-stockton,s090
1975.04.30,1975,4,30,19,19,4,up,29,0,0,/en/players/tony-roche/r073/overview,tony-roche,r073
1975.04.30,1975,4,30,20,20,,,28,0,0,/en/players/onny-parun/p070/overview,onny-parun,p070
1975.04.30,1975,4,30,21,21,3,down,30,0,0,/en/players/alex-metreveli/m271/overview,alex-metreveli,m271
1975.04.30,1975,4,30,22,22,1,down,29,0,0,/en/players/jan-kodes/k049/overview,jan-kodes,k049
1975.04.30,1975,4,30,23,23,5,up,23,0,0,/en/players/brian-gottfried/g029/overview,brian-gottfried,g029
1975.04.30,1975,4,30,24,24,2,down,28,0,0,/en/players/cliff-richey/r071/overview,cliff-richey,r071
1975.04.30,1975,4,30,25,25,3,up,31,0,0,/en/players/mark-cox/c090/overview,mark-cox,c090
1975.04.30,1975,4,30,26,26,2,down,24,0,0,/en/players/eddie-dibbs/d026/overview,eddie-dibbs,d026
1975.04.30,1975,4,30,27,27,2,down,28,0,0,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024
1975.04.30,1975,4,30,28,28,2,down,33,0,0,/en/players/francois-jauffret/j031/overview,francois-jauffret,j031
1975.04.30,1975,4,30,29,29,18,up,27,0,0,/en/players/robert-lutz/l045/overview,robert-lutz,l045
1975.04.30,1975,4,30,30,30,3,down,26,0,0,/en/players/andrew-pattison/p074/overview,andrew-pattison,p074
1975.04.30,1975,4,30,31,31,6,up,33,0,0,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082
1975.04.30,1975,4,30,32,32,1,up,23,0,0,/en/players/sandy-mayer/m039/overview,sandy-mayer,m039
1975.04.30,1975,4,30,33,33,12,up,25,0,0,/en/players/phil-dent/d074/overview,phil-dent,d074
1975.04.30,1975,4,30,34,34,,,27,0,0,/en/players/ismail-el-shafei/e038/overview,ismail-el-shafei,e038
1975.04.30,1975,4,30,34,34,27,up,20,0,0,/en/players/buster-c.-mottram/m154/overview,buster-c.-mottram,m154
1975.04.30,1975,4,30,36,36,3,up,21,0,0,/en/players/vijay-amritraj/a022/overview,vijay-amritraj,a022
1975.04.30,1975,4,30,37,37,5,down,33,0,0,/en/players/juan-gisbert-sr/g076/overview,juan-gisbert-sr,g076
1975.04.30,1975,4,30,38,38,2,down,18,0,0,/en/players/billy-martin/m138/overview,billy-martin,m138
1975.04.30,1975,4,30,39,39,1,up,33,0,0,/en/players/roger-taylor/t050/overview,roger-taylor,t050
